id,y_pred
340,243.2103
341,47.246357
342,217.71106
343,81.164955
344,564.5437
345,350.97504
346,87.94993
347,52.747997
348,197.17162
349,165.6021
350,253.31381
351,1990.2734
352,132.77525
353,243.77791
354,217.13858
355,374.79507
356,130.34534
357,69.04621
358,325.31982
359,40.002678
360,275.3693
361,200.1562
362,316.5334
363,417.8205
364,166.8585
365,283.04407
366,215.26096
367,138.97919
368,72.16209
369,233.73416
370,57.93823
371,151.21896
372,96.156815
373,321.5707
374,231.54987
375,184.69057
376,296.51443
377,125.512535
378,180.91653
379,292.19873
380,57.59102
381,85.71215
382,89.24506
383,142.88406
384,233.8051
385,278.54706
386,75.87891
387,235.05957
388,50.52393
389,379.9785
390,231.54533
391,106.251434
392,460.77826
393,44.876793
394,82.90646
395,197.90514
396,152.19177
397,104.38993
398,217.00035
399,169.38701
400,243.88803
401,48.51686
402,333.08127
403,126.53262
404,145.39897
405,20.278276
406,404.60056
407,31.798338
408,126.68785
409,193.88991
410,737.37427
411,142.23065
412,1577.4799
413,181.87143
414,85.862854
415,363.19583
416,287.22888
417,164.64615
418,94.305046
419,157.3099
420,438.46686
421,164.31523
422,212.94649
423,271.86588
424,57.113605
425,76.46683
426,334.60022
427,967.4062
428,200.79594
429,70.96542
430,156.85904
431,33.96415
432,109.35952
433,34.71392
434,204.32913
435,138.3856
436,124.5048
437,341.488
438,62.723446
439,193.98373
440,317.79462
441,66.157394
442,383.85034
443,135.9859
444,46.17341
445,99.45307
446,194.04968
447,273.44025
448,188.7321
449,183.14381
450,89.59071
451,248.17818
452,297.36987
453,215.95923
454,61.74701
455,300.39093
456,126.42617
457,246.11375
458,607.8072
459,324.25266
460,131.60027
461,258.23538
462,313.999
463,290.63223
464,42.62327
465,511.63254
466,208.18004
467,296.7335
468,349.8477
469,316.58762
470,60.55727
471,343.6227
472,187.48187
473,129.15868
474,126.52611
475,116.76233
476,133.98476
477,367.41302
478,222.6939
479,124.99485
480,158.62918
481,1391.0754
482,248.06169
483,-47.139866
484,144.33662
485,3320.9343
486,138.19221
487,156.5034
488,46.540848
489,170.40417
490,195.46835
491,219.51675
492,191.74759
493,350.33224
494,208.4165
495,37.055435
496,274.30518
497,294.03992
498,171.11453
499,29.941631
500,308.76633
501,269.6453
502,174.26491
503,126.216034
504,199.97621
505,3.3130996
506,175.58194
507,65.97966
508,185.45773
509,77.39911
510,46.231678
511,154.74232
512,204.0916
513,237.19318
514,71.24183
515,81.49795
516,30.488613
517,487.7057
518,65.657036
519,176.37628
520,152.39879
521,190.71342
522,109.48929
523,126.84701
524,241.57425
525,57.107044
526,64.3193
527,141.70444
528,191.11067
529,110.71739
530,292.42447
531,172.66664
532,142.62537
533,276.3891
534,133.61992
535,65.87745
536,167.97496
537,128.87468
538,185.8735
539,170.5551
540,476.475
541,104.72413
542,171.40277
543,70.40701
544,141.83986
545,153.95987
546,180.88495
547,70.1133
548,143.06613
549,140.54692
550,227.5793
551,152.93575
552,130.39304
553,79.22936
554,167.32533
555,115.93422
556,210.58046
557,71.41442
558,41.762066
559,119.59187
560,190.4812
561,29.115944
562,145.22122
563,-16.871126
564,126.9189
565,123.00005
566,318.93454
567,79.30272
568,130.71507
569,595.4295
570,157.6478
571,111.43626
572,263.40845
573,348.10434
574,745.5129
575,157.90352
576,236.99352
577,150.09877
578,310.49084
579,350.00052
580,173.32854
581,60.04762
582,192.3586
583,109.32443
584,166.29141
585,38.634197
586,49.26492
587,153.87518
588,210.12106
589,44.89438
590,237.5934
591,47.498215
592,168.43669
593,58.814796
594,263.83337
595,83.39596
596,211.56236
597,312.3844
598,46.00197
599,166.15747
600,937.4052
601,255.35266
602,235.5191
603,208.03545
604,404.85614
605,143.0869
606,20.833698
607,400.256
608,156.37433
609,42.37865
610,94.02693
611,108.07823
612,286.7993
613,215.60489
614,97.75396
615,72.843315
616,157.7731
617,239.99403
618,178.16501
619,180.50053
620,141.37328
621,253.18584
622,128.80513
623,121.07429
624,60.91376
625,350.65134
626,109.16043
627,101.52323
628,255.24014
629,118.473694
630,57.07109
631,112.45605
632,125.08918
633,244.00034
634,115.1989
635,161.5693
636,151.05807
637,141.21283
638,109.371765
639,188.27893
640,135.70323
641,189.81104
642,43.703148
643,145.70474
644,176.4395
645,129.2208
646,109.775314
647,266.61984
648,83.65952
649,369.16977
650,266.0086
651,1456.852
652,283.80728
653,141.81857
654,127.922165
655,263.46378
656,128.58893
657,53.15567
658,132.20659
659,266.5654
660,115.04853
661,48.99543
662,56.821075
663,196.74452
664,443.96152
665,-110.24127
666,210.96097
667,382.65854
668,73.60042
669,165.56168
670,330.96994
671,100.414764
672,195.79102
673,448.51337
674,60.99877
675,315.37018
676,159.25845
677,138.51173
678,342.97427
679,68.74858
680,107.983154
681,169.13034
682,50.333427
683,150.17514
684,94.39088
685,63.0912
686,404.10898
687,66.19159
688,319.0744
689,182.37553
690,305.55054
691,427.39758
692,141.04936
693,154.56929
694,263.46017
695,105.559425
696,195.76553
697,141.216
698,191.54482
699,150.99385
700,958.78754
701,190.73033
702,167.12767
703,129.38658
704,175.56209
705,163.04956
706,79.08713
707,169.77538
708,208.92636
709,128.60799
710,294.41467
711,157.49557
712,170.69244
713,155.52893
714,164.76657
715,65.01283
716,47.11106
717,2533.1719
718,1055.8236
719,466.98206
720,310.97427
721,157.79237
722,96.50815
723,76.301346
724,110.81699
725,77.74151
726,175.63345
727,43.683613
728,372.60812
729,173.36064
730,199.03853
731,764.98035
732,172.57109
733,42.889442
734,210.96425
735,243.56487
736,105.80239
737,269.15027
738,250.57143
739,241.83163
740,80.092415
741,286.3604
742,97.12027
743,35.92539
744,197.51996
745,75.29695
746,29.63745
747,287.3505
748,110.89812
749,87.121445
750,64.057556
751,138.02278
752,51.853806
753,338.85938
754,76.34762
755,157.83818
756,396.48926
757,257.73
758,70.052
759,1019.23865
760,73.7955
761,179.49002
762,141.00648
763,193.12167
764,282.31885
765,150.02113
766,151.42152
767,153.92386
768,126.3493
769,470.0612
770,271.26025
771,276.10074
772,161.19518
773,82.78139
774,156.54367
775,151.81114
776,62.885803
777,181.24712
778,141.25235
779,212.53702
780,114.47137
781,550.0998
782,127.17127
783,127.42348
784,210.49596
785,215.17569
786,126.29261
787,282.1416
788,191.4125
789,341.88828
790,107.16843
791,139.9949
792,159.06636
793,166.83798
794,189.49342
795,299.93936
796,166.31972
797,53.84674
798,201.0657
799,127.12485
800,102.45552
801,56.677982
802,1039.9896
803,102.992256
804,10015.751
805,46.31761
806,26.267467
807,167.5392
808,138.98833
809,1026.669
810,176.37099
811,111.22074
812,101.200554
813,61.503677
814,107.32295
815,490.2175
816,109.11238
817,268.07794
818,379.7299
819,460.89307
820,51.532
821,159.76001
822,-25.604128
823,62.11442
824,101.40372
825,242.8837
826,163.93077
827,394.76376
828,138.3456
829,144.89119
830,140.1009
831,240.88997
832,887.2896
833,52.82602
834,57.799335
835,184.60402
836,99.665
837,280.4463
838,272.87726
839,237.76137
840,289.34628
841,59.30351
842,202.87689
843,211.13692
844,172.18396
845,550.77515
846,242.28745
847,197.93687
848,84.89182
849,54.881622
850,152.93652
851,231.52185
852,211.33864
853,1494.4502
854,176.32578
855,248.04874
856,195.51834
857,250.3773
858,224.17279
859,196.37749
860,216.57329
861,106.76492
862,176.32188
863,112.94321
864,94.4578
865,142.36996
866,149.38333
867,11.598883
868,167.75981
869,67.00274
870,176.69897
871,175.43163
872,226.48512
873,326.23428
874,188.3332
875,543.5802
876,1414.6194
877,281.3795
878,690.7812
879,143.38295
880,-6.0760684
881,113.59161
882,89.470535
883,226.35939
884,170.50847
885,158.6992
886,533.16547
887,96.00346
888,519.24023
889,602.95435
890,49.94597
891,202.57486
892,214.65683
893,331.7947
894,216.58041
895,255.98256
896,177.65619
897,189.50328
898,295.80814
899,707.0038
900,626.21533
901,259.9233
902,202.01413
903,344.61664
904,97.23989
905,58.23646
906,149.66605
907,185.01772
908,174.93465
909,158.77328
910,235.07529
911,32.65374
912,360.03754
913,546.7026
914,36.016155
915,177.49219
916,234.28506
917,286.9507
918,201.97372
919,56.908237
920,218.24197
921,246.81458
922,63.708443
923,79.60906
924,199.92587
925,1076.3479
926,129.14769
927,241.00905
928,67.31458
929,325.47025
930,144.69595
931,130.94197
932,55.195145
933,61.05352
934,210.33249
935,381.12738
936,232.7886
937,146.9602
938,372.77945
939,139.05795
940,415.15247
941,131.17183
942,118.001015
943,156.94894
944,127.53028
945,190.01039
946,88.0626
947,40.79619
948,199.99228
949,553.0447
950,145.07465
951,159.58525
952,60.945053
953,186.43828
954,65.77348
955,83.81239
956,94.78072
957,14.089233
958,549.4736
959,58.49569
960,116.8626
961,273.38763
962,70.64527
963,33.77692
964,367.8985
965,55.2246
966,47.09018
967,180.82784
968,161.31564
969,187.54895
970,111.92801
971,273.28107
972,38.60227
973,187.88177
974,85.86904
975,94.29779
976,194.95708
977,83.94026
978,110.77224
979,685.87683
980,223.87105
981,18.940119
982,152.08063
983,57.801514
984,91.842476
985,273.01147
986,888.58075
987,141.85257
988,184.4011
989,932.8399
990,87.445816
991,171.73032
992,283.3793
993,198.11789
994,341.5588
995,53.085308
996,236.1312
997,139.44351
998,221.9255
999,62.225792
1000,209.06601
1001,29.863302
1002,196.32982
1003,104.11158
1004,322.7585
1005,450.20572
1006,144.11302
1007,170.50804
1008,134.89397
1009,19.216059
1010,163.50375
1011,680.20337
1012,70.90206
1013,657.8382
1014,74.811226
1015,91.84521
1016,586.0691
1017,31.176071
1018,305.7899
1019,187.04526
1020,315.96915
1021,326.1258
1022,546.6599
1023,148.25853
1024,171.58684
1025,132.1295
1026,186.38385
1027,153.7847
1028,83.24019
1029,162.6132
1030,112.499435
1031,114.91059
1032,69.1414
1033,253.92722
1034,146.73567
1035,212.9788
1036,54.706882
1037,132.05855
1038,172.75879
1039,199.02246
1040,88.3496
1041,146.08267
1042,192.78319
1043,240.14424
1044,115.1669
1045,395.44122
1046,293.9153
1047,80.51784
1048,122.98318
1049,338.5305
1050,118.75985
1051,103.19619
1052,589.92474
1053,314.46692
1054,314.00278
1055,216.41699
1056,135.95197
1057,82.94155
1058,199.17082
1059,150.59297
1060,86.83047
1061,211.6417
1062,165.02109
1063,691.318
1064,141.91287
1065,182.74782
1066,134.62456
1067,114.79516
1068,130.34753
1069,323.1332
1070,196.5905
1071,229.48682
1072,415.3195
1073,108.329124
1074,185.52487
1075,192.62137
1076,346.45688
1077,131.37756
1078,218.6292
1079,149.0625
1080,249.81302
1081,287.15018
1082,172.71805
1083,65.73566
1084,120.86326
1085,206.94434
1086,358.27786
1087,66.79871
1088,394.9072
1089,73.20575
1090,340.29715
1091,115.13595
1092,190.60832
1093,194.26042
1094,287.8677
1095,124.80407
1096,157.29858
1097,303.57477
1098,268.0149
1099,95.134895
1100,265.0832
1101,41.98067
1102,94.61791
1103,172.78156
1104,141.16805
1105,262.74698
1106,331.22336
1107,266.77646
1108,55.87727
1109,67.53782
1110,74.8519
1111,90.26317
1112,713.70874
1113,161.84964
1114,75.436874
1115,219.25858
1116,150.15413
1117,681.4225
1118,236.52907
1119,169.66605
1120,69.31694
1121,208.95909
1122,68.30001
1123,103.19994
1124,101.753784
1125,253.08481
1126,96.1034
1127,70.90874
1128,172.41325
1129,140.40352
1130,107.589226
1131,352.2153
1132,90.7219
1133,229.89597
1134,126.693794
1135,159.16182
1136,115.38025
1137,62.365402
1138,91.60111
1139,172.09393
1140,255.24773
1141,171.77934
1142,152.72116
1143,142.80412
1144,539.6031
1145,357.01608
1146,103.029915
1147,241.408
1148,44.66203
1149,422.31763
1150,166.2188
1151,263.74554
1152,323.3067
1153,303.1609
1154,125.44843
1155,216.53981
1156,65.20402
1157,234.80214
1158,526.5656
1159,75.756676
1160,45.01375
1161,264.09494
1162,63.56487
1163,92.354805
1164,232.50832
1165,64.97455
1166,118.13295
1167,136.4585
1168,49.257866
1169,163.4041
1170,55.15259
1171,150.61328
1172,160.66086
1173,536.0097
1174,88.87919
1175,30.182905
1176,419.82117
1177,208.67178
1178,352.19608
1179,81.28337
1180,383.77353
1181,151.78227
1182,186.57349
1183,250.10919
1184,128.48633
1185,44.609264
1186,187.03572
1187,92.62623
1188,120.89837
1189,58.735966
1190,81.31937
1191,35.356197
1192,182.08864
1193,464.42154
1194,626.03174
1195,295.0162
1196,441.389
1197,321.39255
1198,118.71721
1199,320.51987
1200,154.37383
1201,95.004295
1202,392.6786
1203,343.57224
1204,45.164436
1205,161.71574
1206,506.27307
1207,293.96594
1208,332.23892
1209,85.677895
1210,305.27072
1211,1006.2597
1212,275.00272
1213,187.66028
1214,53.445408
1215,136.71367
1216,56.725815
1217,198.92845
1218,201.46518
1219,138.58972
1220,202.26003
1221,62.81155
1222,157.00743
1223,400.95883
1224,91.32348
1225,45.222137
1226,244.78185
1227,59.56665
1228,43.4613
1229,109.88284
1230,260.06323
1231,254.00844
1232,88.22781
1233,58.07613
1234,91.795876
1235,317.22415
1236,275.4024
1237,78.809784
1238,50.500107
1239,450.38013
1240,261.47873
1241,424.80243
1242,141.85785
1243,173.53047
1244,85.00969
1245,228.66327
1246,52.498764
1247,324.65344
1248,251.88239
1249,135.71205
1250,177.6144
1251,258.47653
1252,79.0819
1253,198.01486
1254,171.29306
1255,125.337006
1256,74.61518
1257,707.0708
1258,114.10521
1259,1023.5848
1260,59.845367
1261,1504.666
1262,38.798794
1263,257.2724
1264,139.30559
1265,230.3911
1266,160.5757
1267,53.752552
1268,72.009026
1269,845.61523
1270,74.190254
1271,250.46965
1272,651.9538
1273,141.41481
1274,195.82735
1275,175.33606
1276,136.55157
1277,139.27762
1278,340.46848
1279,33.308983
1280,114.84015
1281,37.38836
1282,42.470047
1283,200.02832
1284,88.84949
1285,104.336655
1286,29.069843
1287,89.37567
1288,226.62662
1289,60.562622
1290,579.47986
1291,249.71779
1292,282.66296
1293,106.034706
1294,193.05206
1295,119.136
1296,44.89969
1297,97.5365
1298,109.05429
1299,243.33269
1300,198.1613
1301,318.83307
1302,271.40268
1303,89.26784
1304,132.62547
1305,86.863594
1306,85.36141
1307,81.64329
1308,331.07382
1309,169.32118
1310,201.9376
1311,99.89571
1312,258.9216
1313,221.03015
1314,157.946
1315,204.69199
1316,169.32652
1317,112.55094
1318,-15.615746
1319,331.30313
1320,65.34781
1321,264.65942
1322,187.32294
1323,95.43682
1324,862.8803
1325,205.4993
1326,146.35037
1327,577.39276
1328,210.26357
1329,266.85004
1330,79.849655
1331,155.44984
1332,91.1075
1333,60.532234
1334,337.68173
1335,74.52525
1336,92.68474
1337,302.1222
1338,90.22886
1339,57.782864
1340,55.18176
1341,87.292435
1342,337.723
1343,375.48566
1344,316.88647
1345,405.75052
1346,207.10712
1347,155.61072
1348,140.1174
1349,75.70723
1350,180.06952
1351,393.2581
1352,553.2409
1353,272.72797
1354,164.71986
1355,183.64525
1356,55.701546
1357,111.89334
1358,76.17423
1359,55.13377
1360,91.18562
1361,182.90642
1362,327.0104
1363,108.80536
1364,276.79037
1365,203.97125
1366,60.773342
1367,403.66013
1368,101.864044
1369,379.56464
1370,55.853065
1371,639.36975
1372,144.98796
1373,473.66968
1374,9972.393
1375,276.67935
1376,100.170715
1377,146.58937
1378,91.702385
1379,90.03314
1380,117.67804
1381,30.706814
1382,158.44171
1383,-0.30726284
1384,527.4081
1385,98.57212
1386,293.77542
1387,145.5574
1388,181.51324
1389,338.5049
1390,174.37738
1391,857.6435
1392,104.5292
1393,188.78885
1394,106.32759
1395,184.45593
1396,201.87604
1397,134.60873
1398,86.14527
1399,172.77681
1400,122.303535
1401,52.293903
1402,161.70193
1403,118.92988
1404,357.8252
1405,213.6596
1406,101.44659
1407,79.61107
1408,131.98865
1409,136.16821
1410,76.933784
1411,121.581825
1412,163.44594
1413,282.02716
1414,147.63718
1415,164.39177
1416,138.21085
1417,697.0306
1418,194.62624
1419,52.20121
1420,174.18388
1421,322.4952
1422,-11.695585
1423,94.639114
1424,195.99614
1425,252.96614
1426,40.56652
1427,390.3982
1428,168.2905
1429,173.04854
1430,61.68826
1431,29.311062
1432,175.94759
1433,111.963135
1434,59.034477
1435,250.07613
1436,468.1127
1437,91.314384
1438,210.2584
1439,216.26967
1440,259.9705
1441,188.78406
1442,390.88004
1443,61.54648
1444,134.53079
1445,1046.3661
1446,663.19305
1447,-8.473341
1448,193.50928
1449,108.58924
1450,283.55923
1451,145.71303
1452,588.3021
1453,285.96048
1454,610.6272
1455,151.02031
1456,162.45236
1457,49.71193
1458,330.16367
1459,307.13947
1460,92.56309
1461,163.24384
1462,33.3257
1463,131.82484
1464,133.61366
1465,329.03687
1466,150.41614
1467,-56.341347
1468,125.87121
1469,148.18538
1470,181.40802
1471,1.6333526
1472,93.84981
1473,163.72302
1474,225.60016
1475,157.46236
1476,70.194565
1477,197.93199
1478,120.82241
1479,251.13242
1480,459.42267
1481,150.34595
1482,745.98395
1483,262.82568
1484,57.357094
1485,58.066833
1486,220.56607
1487,208.34338
1488,274.9286
1489,81.79981
1490,269.87418
1491,356.4591
1492,65.969696
1493,87.61619
1494,116.24028
1495,-66.08333
1496,145.76357
1497,147.62616
1498,62.374504
1499,3.163834
1500,152.36354
1501,187.67284
1502,195.23254
1503,179.1696
1504,357.97327
1505,89.83373
1506,361.15384
1507,345.1796
1508,208.19643
1509,147.90384
1510,382.40298
1511,161.886
1512,86.18539
1513,161.88191
1514,289.99023
1515,332.41116
1516,642.01825
1517,271.87427
1518,151.02605
1519,229.64993
1520,152.03758
1521,185.56834
1522,185.56073
1523,881.91583
1524,215.27539
1525,187.21837
1526,65.74828
1527,70.445335
1528,231.89287
1529,112.72359
1530,84.90516
1531,61.16382
1532,209.55719
1533,271.92615
1534,498.04413
1535,464.66202
1536,143.7155
1537,485.47397
1538,405.02783
1539,153.09407
1540,108.86424
1541,350.68842
1542,164.11536
1543,258.8262
1544,52.05719
1545,472.9238
1546,151.96313
1547,96.8113
1548,477.38437
1549,113.424225
1550,61.147392
1551,159.89711
1552,323.23468
1553,373.3424
1554,57.65032
1555,61.264603
1556,81.84866
1557,37.758854
1558,-15.772478
1559,103.84019
1560,149.85924
1561,222.04872
1562,167.99846
1563,255.35266
1564,483.96368
1565,146.08951
1566,108.18553
1567,98.079544
1568,164.34007
1569,68.957664
1570,148.39185
1571,210.38863
1572,93.151566
1573,242.81851
1574,132.88686
1575,163.49553
1576,310.43713
1577,392.54968
1578,196.99483
1579,111.94906
1580,49.993874
1581,38.679657
1582,152.23715
1583,127.973595
1584,201.45377
1585,342.07245
1586,320.4404
1587,145.261
1588,440.29123
1589,111.20639
1590,510.31308
1591,121.12542
1592,100.47121
1593,152.14409
1594,191.0001
1595,153.2074
1596,259.37888
1597,175.7583
1598,150.75122
1599,148.75095
1600,-8.502726
1601,43.71444
1602,325.9918
1603,141.9548
1604,446.5485
1605,79.91981
1606,195.52342
1607,281.6125
1608,229.23714
1609,198.95782
1610,42.812363
1611,144.15134
1612,88.254654
1613,88.229195
1614,124.75601
1615,37.281536
1616,507.56302
1617,429.9031
1618,261.4997
1619,208.7919
1620,130.98862
1621,118.758446
1622,7981.618
1623,168.91922
1624,145.76901
1625,334.8515
1626,57.298317
1627,206.52586
1628,141.3254
1629,93.865875
1630,132.06305
1631,55.022964
1632,397.94897
1633,79.97746
1634,180.89233
1635,155.38931
1636,98.19195
1637,213.10347
1638,121.19751
1639,70.96008
1640,70.55007
1641,200.94524
1642,202.03079
1643,324.72107
1644,162.8539
1645,111.77573
1646,89.72017
1647,24.126045
1648,43.175564
1649,78.09932
1650,120.83954
1651,377.05698
1652,198.33752
1653,213.36137
1654,210.82309
1655,30.43535
1656,224.717
1657,131.64188
1658,146.42157
1659,148.94887
1660,369.41946
1661,86.81055
1662,55.060135
1663,314.58405
1664,286.4401
1665,162.81386
1666,301.22858
1667,298.65
1668,288.06668
1669,177.56548
1670,278.17242
1671,79.71245
1672,322.51834
1673,265.86896
1674,28.660074
1675,185.19212
1676,175.41827
1677,259.48615
1678,90.75127
1679,179.63496
1680,911.2696
1681,258.00095
1682,143.78645
1683,88.82081
1684,170.47186
1685,171.2252
1686,104.59776
1687,165.21213
1688,60.772274
1689,101.060684
1690,154.28954
1691,352.7221
1692,129.60004
1693,388.09888
1694,273.79752
1695,211.8486
1696,346.02536
1697,61.555664
1698,291.83694
1699,118.100296
1700,288.91583
1701,262.26697
1702,350.38812
1703,128.83646
1704,167.32938
1705,190.77432
1706,194.17245
1707,82.96905
1708,168.99669
1709,210.68036
1710,206.57173
1711,87.01895
1712,174.41974
1713,6.3241053
1714,261.25214
1715,658.3661
1716,364.94785
1717,275.8889
1718,275.62634
1719,187.6206
1720,123.151375
1721,234.95076
1722,119.70305
1723,34.32142
1724,230.32541
1725,61.511845
1726,149.75302
1727,162.15164
1728,217.1163
1729,144.14314
1730,266.68924
1731,186.00127
1732,154.6087
1733,98.492645
1734,189.98196
1735,164.39526
1736,204.95122
1737,112.91926
1738,426.04
1739,64.00099
1740,119.581184
1741,230.89468
1742,218.24193
1743,37.50527
1744,140.10612
1745,65.10685
1746,129.92712
1747,92.39348
1748,156.3874
1749,193.71118
1750,72.66946
1751,301.448
1752,265.40518
1753,1177.076
1754,299.07153
1755,-12.215646
1756,38.83966
1757,146.9475
1758,164.75992
1759,163.58315
1760,184.72392
1761,104.39782
1762,170.10861
1763,256.21082
1764,198.89117
1765,151.90353
1766,213.75443
1767,323.20236
1768,157.7788
1769,67.22779
1770,203.90604
1771,103.39345
1772,172.74335
1773,304.53986
1774,347.75467
1775,72.26666
1776,128.3534
1777,150.20735
1778,52.118313
1779,147.94484
1780,210.16771
1781,81.85929
1782,63.799877
1783,201.83151
1784,196.79335
1785,80.68071
1786,4.9382653
1787,222.06543
1788,91.60797
1789,320.24957
1790,154.20256
1791,134.61221
1792,412.70255
1793,237.7066
1794,79.87626
1795,147.37895
1796,170.21577
1797,131.21521
1798,104.48601
1799,169.64624
1800,87.4281
1801,237.872
1802,219.73277
1803,98.80988
1804,175.51355
1805,135.30049
1806,267.5191
1807,362.33124
1808,461.53275
1809,122.10567
1810,385.55383
1811,156.80515
1812,769.5693
1813,177.61755
1814,242.60027
1815,414.02365
1816,420.64078
1817,-27.23902
1818,77.97571
1819,810.2605
1820,98.597946
1821,110.11394
1822,108.50992
1823,223.4348
1824,69.12822
1825,43.9556
1826,185.00267
1827,106.37422
1828,1011.86487
1829,178.41942
1830,128.15485
1831,225.87941
1832,148.23984
1833,129.7138
1834,405.0482
1835,401.7732
1836,384.36566
1837,228.73271
1838,502.80896
1839,248.54327
1840,244.55328
1841,117.46456
1842,168.12344
1843,120.56721
1844,570.6233
1845,117.32174
1846,57.781643
1847,299.235
1848,122.36226
1849,58.83235
1850,475.089
1851,167.17247
1852,100.51547
1853,256.12256
1854,1069.1016
1855,36.357697
1856,740.33795
1857,176.89507
1858,33.125397
1859,177.28903
1860,82.586136
1861,234.76144
1862,218.96039
1863,145.5574
1864,461.99365
1865,265.15768
1866,104.80149
1867,39.300484
1868,40.98875
1869,99.97446
1870,62.11413
